1 - Manter a atividade acadêmica, 2 - Vivenciar outras possibilidades de ensino e aprendizagem, 3 - Estabelecimento de parcerias com outras instituições do Brasil e do mundo. ;1 - Limitações quanto a outras atividades do lar e familiares, 2 - Ansiedade quanto às exigências e prazos, 3 - Acúmulo de grande volume de atividades acadêmicas ao mesmo tempo. ;;"Gostaria de sugerir disciplina eletivas de forma não obrigatória condensadas. Por exemplo, uma disciplina em uma ou duas semanas, com encontros pelos três turnos. Convidar professores de referência o Brasil e do mundo para ministrar oficinas e até mesmo essas disciplinas condensadas. Temos que aproveitar esse tempo de conectividade para estabelecer parcerias a distância.

Ademais, penso que professores de outros PPGs poderiam contribuir em determinados programas. Estatística e bioestatistica para o PPGE, por exemplo. Daí seriam convidados outros professores de outros PPGs que já ministram a disciplina a ofertar no PPGE como convidado. "
"1- continuação da pesquisa sem colocar em risco os discentes e docentes; 2- adaptação necessária do PG e da UFAL frente ao calendário acadêmico já instituído; 3- aproximação, mesmo que on-line, dos membros dos PGs reforçando o vínculo afetivo e didático-pedagógico, bem como da pesquisa em si.";1- não vejo perdas já que na LDB 9394/96 preconiza o ensino a distância em casos de pandemias.;Satisfatório. ;Formação dos discentes e docentes às TICS em caráter emergencial.
"Continuidade das aprendizagens; Aproximação com professores e tecnologias";Aumento da ansiedade;;Mais questões em relação a ansiedade. Para alguns tem sido muito difícil conciliar os estudos com o que está acontecendo. Vale ressaltar também que os prazos de defesa e afins continuam mantidos e isso traz mais apreensão. 
1- algumas pessoas podem voltar a ter o gás da pesquisa, 2- os estudantes novatos poderão começar a ler/escrever e 3- não haverá distanciamento entre orientador e orientando e a pesquisa, principalmente para os novatos, pode começar a caminhar;"1- algumas pessoas não tem acesso a internet a computador, 2- alguns estudantes podem ter ficados ""ilhados"" em outros lugares que não é sua casa e 3-  o acesso a livros físicos pode ser limitado";Conseguiria realizar tranquilamente ;Levem em consideração as condições financeiras, emocionais e situações de cada estudante. Não há como fazer aulas on-line se nem todos sairão beneficiados, isso seria antidemocrático. 
"Regularidade na programação de seleção para estudantes ingressantes no Programa;
Continuidades nos estudos e pesquisas;
Manutenção da rotina acadêmica. ";"Maior tempo para a integralização do curso;
possibilidade de interferência na quantidade de pesquisas/trabalhos.";Tenho acesso à computadores e internet em minha residência, porém, dificuldades em manter a disciplina de estudos no ambiente domiciliar.;Entendo como importante a manutenção das atividades, porém, pensando logicamente nos diferentes cenários no que se refere ao acesso. 
Andamento do calendário e uma nova experiência para todos;Caso alguns não consigam acompanhar as atividades o curso será prejudicado;;
"Preservação da saúde dos cursistas e professores; Contribuição às medidas impostas pelos órgão de Saúde; Controle da disseminação do vírus que tem se mostrado crescente em ambientes com muitas pessoas.";Não vejo perdas para o momento. ;Perfeitamente favoráveis.;É uma decisão relevante que já deveria ter sido implementada. 
"1- Ensino - Para quem conseguir, será sucesso. 
2- Aprendizagem - Para quem conseguir, será sucesso ";"1- Ensino
2- Aprendizagem";Sim. Dependo de uma internet aplicada num condomínio, que não favorece muito aos moradores. ;
1-aprendizagem colaborativa e ativa pelos alunos e professores referentes à disciplina de Pesquisa Educaciona-Doutorado.;"Orientação; troca de experiências e abordagens iniciais com alunos e componentes do grupo de pesquisa. ";O problema da conexão  e da logística familiar.;
Retomada do Calendário.;Ter acesso a base de dados on line que não tenho de casa.;Minha maior dificuldade seria o acesso a base de dados para pesquisa.;A disponibilização de cursos e lives é interessante.
"Vínculos; saúde mental; aprendizagem.";"exclusão social (falta de acesso e condições de muitos); fracasso no processo de aprendizagem de muitos que ficarão a margem do processo; não atendimento das necessidades Educacionais Especiais dos estudantes.";Dificuldade de Internet, visto que compartilho com familiares. Vizinhos barulhentos que implicam na participação efetiva das atividades.;Pensar nas pessoas com Necessidades Educacionais Especiais, desigualdade social e fatores que implicam na aprendizagem.
Tempo ;Nao vejo perdas;;
Manutenção do calendário acadêmico,  não interferindo nas qualificações e defesas.;Prorrogação de prazo para qualificações e defesas;;
2;1;Tranquilo;Sugestiono a prorrogação das qualificacaoes 
"(1) Não atrasaria ainda mais o ano letivo; (2) A manutenção dos prazos e atividades não seria tão afetada; (3) Organização mais ativa das atividades de pesquisa.";"(1) Prejudicar alunos que precisam ir a campo; (2) Prejudicar discentes que não tem prática com as tecnologias; (3) Dificuldades de organizar a rotina de estudos dado a conjuntura da pandemia.";A rotina da minha casa está totalmente alterada, inclusive, porque no momento reune todos os familiares que moram comigo ao mesmo tempo por conta do isolamento. É difícil manter a concentração ou reservar espaço propício para estudo durante o dia.;Acredito que não será fácil para as pessoas, mesmo tendo todas as condições tecnológicas necessárias. Visto que, o cenário do isolamento afeta o estado psicológico de formas variadas, muito difícil prever se a aprendizagem acontecerá da mesma forma que as atividades presenciais. Principalmente, tratando-se da execução de pesquisas científicas.
2;2;;
"Mantendo as atividades o vínculo estudante-pós seria reafirmado;
Não haveria atraso em relação a consecução dos objetivos de pesquisa;
Seria propício para aprendizagem de novas formas de ensino e aprendizagem.";Não haveria perdas.;Tenho um escritório com um computador de mesa e com acesso à internet. Não é muito silencioso em todas as horas do dia, mas consigo produzir, principalmente, à noite. ;Acredito que seria uma boa medida retomar as aulas online, porém, antes de qualquer iniciativa, deve ser feita formação com alunos e professores. 
Continuidade do processo de aprendizagem e realização das pesquisas ;Pessoas com dificuldade de acesso perderem atividades  e aulas ;;
Continuidade das aulas, relacionamento entre os pares, incentivo aos estudos;Engajamento satisfatório, contato com o grupo de pesquisa, condições para estudar em casa;Falta de privacidade, pois minha mãe trabalha em casa de forma autônoma.;
Custos de viagem, orientação, tempo;Falta de Orientação, ansiedade, problemas de conexão ;Tenho criança pequena e pouco espaço ;Gostaria de poder ter mais tempo para a qualificação 
Continuidade da pesquisa ;Convivência pessoal ;;
"Não atrasa o calendário; permitir manter contato com colegas; estimula a produção, combatendo a inércia.";A conexão nem sempre é boa o que compromete a comunicação;;
Continuidade das leituras, contato com a produção criativa que uma monografia requer, exercício para disciplina pessoal e profissional na gestão do próprio conhecimento.;Nesse contexto reforçar ansiedade ou procrastinação no exército da pesquisa e estudos teóricos.;Tenho uma residência pequena (apartamento popular) mas confortável. Apesar de estar confinada com criança e idoso, é possível minimamente pensar nas questões de pesquisa.;O maior desafio são questões de ordem emocionais e econômicas que desenbocam no rendimento e produções acadêmicas.
Leitura de textos online ;Déficit de aprendizagem ;;
O não atraso no calendário anual. ;Não vejo perdas significativas a listar. ;;
Atualmente, o regimento do curso prevê a obrigatoriedade do cumprimento de créditos de disciplinas para a solicitação de exame de qualificação. Como os prazos de defesa e qualificação não foram alterados, daqui a pouco teremos discentes que irão precisar desses créditos oriundos de disciplinas para poder marcar o exame de qualificação. Retomar as atividades de maneira remota (on-line) ajudaria a essas pessoas que ainda não cumpriram esses créditos.  ;No meu caso, dependo de livros importantes para a minha pesquisa que estão na biblioteca e aos quais não posso ter acesso remotamente. ;As condições físicas, de fato, existem. Mas não posso negar que a pandemia acrescenta um nível de estresse a mais ao processo de pesquisa e redação da tese.   ;
Nao percebo vantagens/ganhos, considerando que a covid afeta de forma diferente a para algumas  parcelas da sociedade. Nem todo pós-graduação tem as mesmas condições de acessar atividades online ;"Crise de ansiedade
Cobranças que podem ocasionar adoecimento discente
Falta de recursos materiais para acesso às atividades 
";;
Manutenção dos prazos.;Para os estudantes que não têm muita autonomia, requisito importante na modalidade, as perdas podem ser maiores que os ganhos. Além disso, possivelmente, nem todos os professores tenham habilidades suficientes e necessárias à construção das aprendizagens discentes.;São favoráveis. Além disso, estou no momento da pesquisa no qual já cursei as disciplinas.;
Apenas o contato e o fortalecimento psicológico entre os alunos e professores ;Não existe perda para mim ;Vizinho barulhento, atividades do lar para fazer, um computador para mais de uma pessoa;É importante que todo calendário acadêmico seja suspenso durante a pandemia. 
Leitura, produção cientifica, sistematização dos estudos.;Acesso à biblioteca. ;Acesso à Internet,  dois computadores, moro sozinho. ;Uma preocupação é todos os discente vão ter acesso garantido? Os problemas técnicos  (senhas...) vão ser resolvidos Onde?  Como?  
"1 Manutenção dos prazos;
";"1 Interação presencial
2 Diálogo intergrupais presenciais
3 Diálogos presenciais.";Possuo as condições necessárias.;
"1. Daria continuidade a construção do conhecimento, compartilhamento de saberes, experiências que nos auxiliaria não apenas a nossa formação e dos pares, mas a enfrentar também a essa crise da pandemia, pois traria a experiência de movimento, de luta e de resistência.
2. Com essa experiência de movimento (atividades on LINE), nos faria também diminuir o índice de ansiedade devido ao isolamento, pois haveria interações e crescimento mútuos.";"1. Acredito que a principal perda seria a falta de acesso de pessoas que teriam dificuldades de acessibilidade a essas atividades por não possuírem internet, computador e etc, comprometendo assim a sua aprendizagem e formação,
";;
não distanciamento dos estudos, obrigação de disciplina dos alunos com relação a estudos, ganho das horas diárias gastas em transporte até a ufal;diminuição do network;eu tenho muita paz e ainda posso fazer trabalhos caseiros de horta e criar galinha;os mestrandos do ppgi podem ajudar professores de outros ppg
"1. Manutenção das bolsas para os alunos que necessitam
2. A minimização da possibilidade da nota do curso diminuir";"1. A impossibilidade de algum aluno de acompanhar as aulas, seja por inviabilidade técnica ou emocional
2. A possível indisponibilidade de algum docente para ministrar suas aulas
 ";;
Entraria em contato com os textos e discussões sobre o tema da minha pesquisa e é uma possibilidade de não atrasar o calendário ainda mais;As discussões presenciais, o contato síncrono com os professores e alunos, feedback mais rápido das possíveis dúvidas e questionamentos;Há o problema de concentração e foco;A minha preferência é pelas aulas presenciais, mas, em virtude de um cenário de pandemia, as aulas online continuem uma possibilidade de não prolongar o calendário. 
"Criação de rotina;
Prosseguimento do curso.";"Alunos calouros tendem a sentir desmotivados pela falta de contato social no início do curso;
Nem todos podem conseguir ambiente de estudo com a casa sem rotina e com todos presentes, além de novas demandas que surgem nessa situação e necessidades de pais idosos.";;
"Fomentar leitura de referenciais; discutir textos com os graduandos; manter os grupos de estudo.";Pesquisa em campo, execução de projetos de extensão e discussões presenciais. Participação em eventos. Falta calor humano. ;;
Cumprir os créditos das disciplinas, aproveitar afastamento do trabalho pra dedicação total às atividades, ;Contato direto com os professores, perda no desenvolvimento das aulas com base nas discussões que surgem quando estamos em grupo. ;Se for pensar só na questão da escrita da teoria, das aulas, sem levar em consideração o desenvolvimento da pesquisa é ok, mas como se trata de pesquisa de campo, a mesma é inteiramente comprometida pelo isolamento social. ;Só a sugestão das aulas terem a opção ao vivo e a opção de ficar disponível na plataforma por um tempo maior determinado pelo programa. 
Não estou cursando disciplina  nesse semestre, então  estou ganhando tempo para escrever a dissertação  e também  podendo participar  das qualificações  sem precisar de descolar para Maceió.;Não sentir perdas ;;
Continuação do calendário ;Riscos na aprendizagem dos discentes, Tanto nas disciplinas, quanto em sua pesquisa.;Internet precária ;Atividades acadêmicas por meio digital, ajudam na manutenção do calendário acadêmico, assim o mesmo não sofrerá atrasos. Porém, nem todas as residências dos estudantes possuem boas condições para aulas virtuais, causando riscos no ensino-aprendizagem.
Aproveitamento de tempo. Interação com os demais sem nós colocarmos em perigo.  Continuação das atividades. ;A falta de preparo de docentes e docentes no contexto EAD.  A duração das atividades que se longas podem acarretar em evasão. Dificuldade técnica, Internet etc. ;;
"1. adiantaríamos o curso; 2. teríamos mais tempo para pesquisar.";"1. o aprendizado não seria o mesmo;";Tenho recursos para estudar em casa.;As vídeo aulas devem, preferencialmente, ser on line, para podermos tirar dúvidas com o professor.
"Continuidade dos estudos; continuidade da pesquisa; ampliação de competências para a cultura digital.";"Necessidade de acesso à TDIC; Dificuldades em pesquisas  em que não seja possível a coleta de dados online; Menor interação social entre os colegas nesse momento de crise.";Plenas condições ;Acredito que as atividades on-line se tornam uma necessidade real diante desse contexto da covid-19
"1. Desenvolvimento de maior autonomia nos estudos; 2. Horários flexíveis para estudar; 3. Interações dentro do AVA, tirando dúvidas.";"1. Dificuldade de concentração nas atividades, principalmente quem é casado com filhos; 2. Alteração no sono, uma vez que o comptimento de onda azul de telas de laptops e smartphones inibem a produção de melatonina quano ficamos expostos a longo prazo a esses dispositivos; 3. Falta de contato social com amigos da faculdade não é o mesmo que interagir com avatares por um semestre.";Regulares. Mas o tédio me faz realizar outras buscas na internet, diferente do contexto presencial.;O modelo mais adequado é o misto ou híbrido. Ensino 100% online em nível de pós-graduação implica em muitas perdas no aprendizado por motivos como distração ou cuidar dos filhos.
1;3;No ambiente incluem-se outras pessoas, incluindo uma criança e, também, um cachorro. Não sendo um ambiente silencioso.;
conseguiria respeitar o prazo de curso de mestrado e os alunos/professores manteria a rotina de estudos;Como nem todos possuem acesso, esses ficariam aquém do conteúdo, geraria maior preocupação, para por em dia após o retorno ;não são excelentes, mas possuo condições ;Concordo que seja algo que nunca foi pensado, mas acredito que se todos tiverem acesso e orientação para o uso, dá pra prosseguir com as ferramentas digitais e todos serem beneficiados 
Não atrasar o calendário;Interação em sala de aula ;A minha pesquisa de mestrado é de bancada de laboratório, por isso não posso exercutar em casa  ;Acredito que as aulas das disciplinas podem sim ser ministradas de forma online
"Os alunos iriam diminuir a ansiedade quanto ao prazo que existe para a conclusao da pós; ocupar os alunos para que os mesmos permanecam em casa neste período onde isolamento social é importante; mantendo as aulas os alunos poderiam desenvolver estratégias para contribuir com a disseminação da informação acerca da pandemia para a sociedade ";Nenhuma;;
"- produção academia necessária e contínua;
- não atrasar o tempo de conclusão da pós- graduação;
- manutenção do contato e atividade curricular;";"- ausência de acesso às instalações da Universidade;";Ambiente adequado e propício a realização das atividades e trabalho acadêmico.;
Não atraso do calendário, continuidade das reflexões. ;Dificuldade de pesquisa. Poderia ser liberado o empréstimo de livros na biblioteca, com os cuidados de higienização ;;A grande dificuldade seria apenas a pesquisa em livros (biblioteca). Poderia liberar o empréstimo de livros, tomando cuidados de higiene
3;1;Tenho as ferramentas (notebook e internet), porém não tenho um ambiente silencioso e adequado para os estudos.;Disciplinas eletiva on-line seriam de extrema relevância para quem, ainda não concluiu elas. Estou com dificuldades em terminar a minha dissertação em virtude da pesquisa de campo que aconteceria na UFAL.
Não atraso do calendário acadêmico ;Possível falta de interação dos discentes ;;
Evitar a evasão, apenas.;"Pressão psicológica
Ansiedade
Desequilíbrio emocional";A minha casa não tem condições adequada para desenvolver minha pesquisa. Pois, estou atolada de trabalho ( sou Professora da rede pública e preciso ofertar o ensino remoto aos meus alunos), sou mãe de duas crianças ( que têm tarefas e aulas online, diariamente), meu marido é portador de doença autoimune ( encontra-se na zona de risco) e meus pais são idosos ( possuem comorbidades). Eu sou o elo da casa com a rua. Eu faço todas as compras, pagamos, etc... Não tenho como realizar nenhuma tarefa do curso em casa.;"Obrigada por enviarem este questionário. Eu sentia uma angústia muito grande em não contar minha situação. Porém, ainda penso em abandonar o curso.
Gratidão!"
"Manter o contato com o curso; aprender a utilizar mais as tecnologias.";Pouca discussão e interação entre estudantes e professores;Minha residência não tem um ambiente tranquilo para estudo. A internet da minha casa é lenta.;
Estímulo;Dificuldade no feedback;;
1;ausência de debates e construção de conhecimento pela comunidade acadêmica ;estou cuidando do meu filho e das tarefas domésticas e não tenho um ambiente silencioso em casa;a atividade online ajuda, mas deturpa o sentido do mestrado, perdemos os debates e seminários realizados pelos alunos, fora que estamos sem acesso à meios físicos de pesquisa e estudo.
"1- Mater a o ritmo de estudo e de informação
2- Curso online para aprimorar a dissertação enquanto a pesquisa não pode ser efetuada
3- Reuniões online para discutir assuntos e aprimorar o conhecimento";"1- Falta de ambiente físico adequado, ocasionando baixo desempenho
2- Pesquisa de bancada é prejudicada por falta do ambiente físico da Universidade
3- Contato professora aluno que é essencial para a produção do conhecimento";Divido minha casa com meus pais e 3 irmãos,  em meu quarto dormem 2 deles comigo. Meu sítio é muito barulhento, não consigo ter o mesmo desempenho que nas aulas presenciais.;
"1-Comunicação direta, contínua e necessária entre orientadores e orientandos, grupos de pesquisas e turmas no processo de pesquisas.
2-continuidade no ritmo de estudos/pesquisas
3-aprimoramento das diferentes técnicas de estudo e ensino a partir do uso das tecnologias conforme observa-se sua expansão na sociedade e faz-se necessário habiliar-se para usufruir de seus benefícios
";No contexto que estamos não haverá perdas. Em uma situação comum os encontros presenciais são bem relevantes, mas diante da pandemia as atividades online vem para somar.;Mesmo antes da pandemia já buscava construir um ambiente, rotina de estudos, uma organização, então para mim não haverá problemas.;"Tem os que estar ""abertos "" ao novo, ter consciência de que haverá sempre o que aprender. É tempo de somar, de não desistir, de buscar novas estratégias para lidar com essa realidade que independe de nós "
Continuidade do calendário acadêmico ;Déficit no conteúdo, instabilidade emocional para assimilação, restrição aos ambientes de pesquisa ;Inexistente condições para produção acadêmica no meu ambiente domiciliar;O momento exige uma compreensão maior que disponibilizar o conteúdo programático, fatores emocionais e financeiros causam desequilíbrios que impedem ou dificultam o aprendizado, mesmo que tenhamos acesso aos conteúdos 
"1- não atrasar o calendário acadêmico
2- defesa dos discentes em data prevista";1- impossibilidade de realizar pesquisas na universidade;;
Manutenção do calendário acadêmico;Diminuição na qualidade da abordagem dos conteúdos.;Não;É necessário avaliar as consequências desse tipo de abordagem tanto para os discentes quanto para os docentes, a qualidade do ensino, as consequências psicológicas, entre outros fatores. Acho que sem o treinamento dos docentes e a dificuldade de acesso a internet de qualidade podem causa um abismo entre os discentes que dispõem de poucos recursos.
Finalizar o curso mais rapidamente. ;Não poder realizar trocas/manter discussões mais aprofundadas com colegas e professores.  ;;
"1) Cumprimento do calendário acadêmico; 2) manutenção do vínculo acadêmico, mesmo que de forma virtual e 3) cumprimento dos prazos acadêmicos.   ";Não acompanhamento por parte dos estudantes que têm dificuldades ambientais, físicas e/ou emocionais para usar as tecnologias de informação.;O único empecilho que às vezes enfrento para realizar esse tipo de atividade em minha residência é a qualidade da internet, cuja velocidade nem sempre permite o melhor aproveitamento possível de tarefas realidades em tempo real.;Sou favorável a realização das bancas de qualificação e defesa online durante a pandemia, pois se trata de atividades de socialização e discussão de resultados, com atenção individualizada ao estudante e cuja frequência de acontecimento permite a adequada preparação ambiental, física e emocional dos envolvidos.
Seria bom porque o orientador pode se quiser dar um suporte maior ao orientando.;Na qualidade dos feedbacks orientador. E no direcionamento das atividades de pesquisa, pois teríamos que ter muita autonomia.;É difícil porque tenho filha recém nascida. E em casa acabo sempre ocupando meu tempo para me dedicar a esposa. Enfim não consigo me concentrar e produzir  normalmente ou de forma efetiva.;Deveria haver um cronograma fixo para as orientações dos trabalhos de forma individual para os estudantes da pós graduação.
O adiantamento do curso e a desnecessidade de se descolar.;Falta de concentração e comprometimento, vivência acadêmica e ausência de contato pessoal.;As condições são boas, mas falta acervo bibliográfico e condições psicológicas por enquanto.;Entendo que as disciplinas podem adiantar certas atividades, a quem tiver o interesse, ou de maneira não obrigatória.
continuidade das aulas;nenhuma;;será preciso tutoriais para aprendermos a mexer no ambiente!
2;2;;
Não tenho identificação com aulas on-line, independentemente dos motivos que as justifiquem. Para os que se identificam com tal modalidade, penso que haveria benefícios como a continuidade do calendário e o acesso virtual aos orientadores de suas pesquisas.;Não tenho identificação com aulas on-line, independentemente dos motivos que as justifiquem. Penso que a substituição das aulas presenciais, apenas para não bloquear o calendário, diminui as oportunidades de contato relacional com os demais estudantes de pós-graduação nas aulas, bem como atrapalha o acesso físico à biblioteca e aos professores e orientadores. Penso que são perdas significativas para os pós-graduandos e podem impactar negativamente sobre o processo de investigação acadêmica.;Satisfatórias e suficientes.;
1. Celeridade das atividades;1. Perda da qualidade das discussões pela falta de interação;;
Manutenção do calendário.;Falta de debates entre os discentes e docentes.;;O maior desafio está sendo a falta de acesso aos livros da biblioteca para o desenvolvimento da pesquisa.
Manteria a entrega de profissionais mestre no mercado no tempo determinado ;A qualidade do trabalho seria prejudicado devido a impossibilidade de coletas e discussões constantes e presenciais;Sem condições ;Nenhum 
"- A organização do calendário acadêmico; 
- A oportunidade de manter atividades acadêmicas em períodos em que não há outras atividade;
- Maior tempo disponível.";- O contato direto com o corpo docente e demais alunos.;;
Manutenção do cronograma ;Qualidade das aulas ;Boas;
"Continuar e concluir as atividades iniciadas.

";"Dificuldades da aprendizagem 
Dificuldade de acesso de alunos.";;
"1- A continuidade das atividades conforme o calendário acadêmico; 2- Avanços na produção de conhecimento; 3- O fortalecimento da interação entre os envolvidos no processo de ensino-aprendizagem.";1- Possivelmente algum tipo de desconforto emocional.;Faz-se necessário uma adpatação coletiva para que eu possa realizar meu trabalho acadêmico, principalmente, quanto ao silêncio. No entanto, é algo possível de ser realizado.;
Acho que não posso comentar, pois ainda não estou envolvido em um contexto de aulas EAD na Ufal. ;Idem resposta anterior. ;O que poderia incomodar na minha casa é o calor;Acredito que estamos vivendo um momento difícil, um momento novo, o que trouxe ansiedade e muitas dúvidas ao nosso futuro. A questão das aulas EAD devem ser bem pensadas e cada professor levar em consideração alguns pontos que podem agravar o estado de ansiedade dos alunos, pois acho que a aula EAD precisa ser sistematizada: dias exatos, horas exatas, atividades bem calculadas, acontecendo em dias e horas definidas de forma criteriosa, acredito assim que haveria conforto mental. Por outro lado, penso nas condições dessas aulas, nem todo mundo tem um computador a disposição em casa, impressora e internet, eu mesmo terei que cancelar a internet de minha casa nos próximos meses, pois não temos mais bolsas, não temos mais como pagar, usarei apenas a internet 4g do celular. 
"1 - o calendário mantido;
2 - não haveria prejuízo com relação ao cumprimento de prazos de qualificação;
3 - A finalização de créditos em relação às disciplinas seria mantida de acordo com o calendário (para quem tem apenas maia uma a pagar).";"1 - se alguns alunos não tiverem condições tecnológicas, emocionais ou não tiverem um ambiente favorável para tais atividades, eles podem ser prejudicados;
2 - o rendimento acadêmico pode não ser o mesmo;
3 - haveria uma limitação quanto à forma da realização das atividades online.";Apesar de ter acesso à internet e ter computador, não tenho um ambiente totalmente favorável para realizar atividades online.;
"Evitaremos contaminação do coronavírus entre colegas do ambiente de trabalho e consequentemente das pessoas da nossa casa por estarmos em isolamento; Adiantaria nossas pendências de disciplinas que faltam ser pagas e estamos matriculados. ";"Eu preciso realizar sínteses em bancada no laboratório e estou impossibilitada de ir a UFAL devido a carteira de ônibus Bem Legal está suspensa; Preciso também realizar análises das reações que realizado em laboratório nos equipamentos. Sem isso não tenho resultados para defender minha dissertação.";Preciso do ambiente laboratorial para realizar minhas sínteses e análises pois sem isso não tenho resultados para defender. Em caso só posso adiantar a parte escrita (consultas bibliográficas e escrever o referencial teórico) e também posso pagar as disciplinas no formato online para dar continuidade aos estudos e não atrasar tanto o calendário acadêmico.;
Nenhum ganho supera os prejuízos que o retorno poderia causar nesse momento. ;"Minha pesquisa empírica  não pode ser feita nesse contexto de isolamento; perderia muito no processo de ensino aprendizagem com o retorno das metodologias horizontais da pós graduação sendo on-line; muitos colegas não possuem suporte necessário para essas aulas on-line. ";;
Manter-se ocupado, Acompanhar o calendário semestral, Usar o tempo livre estudando.;Internet de baixa qualidade, baixo rendimento em entender e interpretar conteúdo virtualmente.;"Minha pesquisa é 90% em laboratório as aulas ""podem e não podem"" ser virtual, depende se os docentes reconhecer nossas dificuldades.";Sei que todos estamos de mãos atadas, eu particularmente vejo que poderíamos voltar a sala de aula cumprindo as exigências com máscaras e álcool e o distanciamento de até 1,5 MT.
"Não perder o tempo que tenho disponível, uma vez que teria que me deslocar para trabalhar e estudar. 
Tempo que tenho devido a redução de carga horária de 30% durante a pandemia, tempo que posso investir em leituras.
Não perder o foco, a concentração.
SENTIR segurança pelo menos neste aspecto da vida, pois algo está sendo feito além de esperar.
Protagonista da minha aprendizagem, pois tenho a oportunidade de planejamento e executar as atividades propostas.";"A troca, a interação pois as pessoas acabam ficando com medo, não querem se expor.
A falta de engajamento, dos professores para atender essa modalidade.";Tenho condições para estudar em casa.;"Gostaria de compartilhar uma experiência enquanto aluna. Diante de muitos cursos que tenho feito em EAD, um deles me chamou bastante a atenção. O curso é Scratch para educadores ministrado na modalidade citada, sem tutoria pela UFSCar. 
Dentre algumas características, vale muito destacar que havia propostas de atividades que impedia ir a diante sem pelo menos tentar cumprir os desafios. Não era monótono. O tempo todo estava disponível para tentar quantas vezes quisesse e não seria punido por isso. Os exercícios eram bem explicados e com opções de como você queria acessar o conteúdo, se por vídeo ou leitura de arquivo. O grupo interagia, pois teria que comentar atividades no fórum. Inclusive, era no fórum que podia tirar dúvidas sobre o trabalho, pois tinha acesso aos resultados postados por outros colegas e acabava por nortear as minhas escolhas."
